patent_number,in_bindingdb,example,compound_IUPAC_name,smiles,inchikey,target_display_name,gene,uniprot_id,accession,organism,target_type,assay,metric,value_nM,value_reported,structure_source,inchikey_connectivity,clean_conn_iupac,clean_conn_mol,clean_conn_cdx
US20050277685A1,no,Example 11,,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1-c1cc(F)cc(O[C@H](C)C(=O)O)c1,IUCYURPIQQNGNP-CQSZACIVSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,patent_mol_genus,IUCYURPIQQNGNP,IUCYURPIQQNGNP,IUCYURPIQQNGNP,IUCYURPIQQNGNP
US20050277685A1,no,Example 11,,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1-c1cc(F)cc(O[C@H](C)C(=O)O)c1,IUCYURPIQQNGNP-CQSZACIVSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,patent_mol_genus,IUCYURPIQQNGNP,IUCYURPIQQNGNP,IUCYURPIQQNGNP,IUCYURPIQQNGNP
US20050277685A1,no,Example 12,,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1-c1cc(F)cc(O[C@@H](C)C(=O)O)c1,IUCYURPIQQNGNP-AWEZNQCLSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,patent_mol_genus,IUCYURPIQQNGNP,IUCYURPIQQNGNP,IUCYURPIQQNGNP,IUCYURPIQQNGNP
US20050277685A1,no,Example 12,,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1-c1cc(F)cc(O[C@@H](C)C(=O)O)c1,IUCYURPIQQNGNP-AWEZNQCLSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,patent_mol_genus,IUCYURPIQQNGNP,IUCYURPIQQNGNP,IUCYURPIQQNGNP,IUCYURPIQQNGNP
US20050277685A1,no,Example 129,,ClC1=CC=C(C=C1)C(=O)C1=C(N(C2=CC(=CC=C12)OC(F)(F)F)CC1=CC(=CC=C1)OC(CC)C=1N=NNN1)C,VIIFXOIYFOZTJV-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,VIIFXOIYFOZTJV,VIIFXOIYFOZTJV,,VIIFXOIYFOZTJV
US20050277685A1,no,Example 129,,ClC1=CC=C(C=C1)C(=O)C1=C(N(C2=CC(=CC=C12)OC(F)(F)F)CC1=CC(=CC=C1)OC(CC)C=1N=NNN1)C,VIIFXOIYFOZTJV-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,VIIFXOIYFOZTJV,VIIFXOIYFOZTJV,,VIIFXOIYFOZTJV
US20050277685A1,no,Example 131,,FC1=C(OC(C(=O)O)CC)C=C(C=C1)CN1C(=C(C2=CC=C(C=C12)OC(F)(F)F)C(C1=CC=C(C=C1)OC)=O)C,VKEGUBACPMSOAZ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,VKEGUBACPMSOAZ,VKEGUBACPMSOAZ,,VKEGUBACPMSOAZ
US20050277685A1,no,Example 131,,FC1=C(OC(C(=O)O)CC)C=C(C=C1)CN1C(=C(C2=CC=C(C=C12)OC(F)(F)F)C(C1=CC=C(C=C1)OC)=O)C,VKEGUBACPMSOAZ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,VKEGUBACPMSOAZ,VKEGUBACPMSOAZ,,VKEGUBACPMSOAZ
US20050277685A1,no,Example 132,,FC1=C(OC(C(=O)O)CC)C=C(C=C1)CN1C(=C(C2=CC=C(C=C12)OC(F)(F)F)C(C1=CC=C(C=C1)OC)=O)C,VKEGUBACPMSOAZ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,VKEGUBACPMSOAZ,VKEGUBACPMSOAZ,,VKEGUBACPMSOAZ
US20050277685A1,no,Example 132,,FC1=C(OC(C(=O)O)CC)C=C(C=C1)CN1C(=C(C2=CC=C(C=C12)OC(F)(F)F)C(C1=CC=C(C=C1)OC)=O)C,VKEGUBACPMSOAZ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,VKEGUBACPMSOAZ,VKEGUBACPMSOAZ,,VKEGUBACPMSOAZ
US20050277685A1,no,Example 133,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=CC(=C(OC(C(=O)O)CC)C2)F)C)C=C1,YEVRZHFEOLHMAB-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,YEVRZHFEOLHMAB,YEVRZHFEOLHMAB,,YEVRZHFEOLHMAB
US20050277685A1,no,Example 133,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=CC(=C(OC(C(=O)O)CC)C2)F)C)C=C1,YEVRZHFEOLHMAB-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,YEVRZHFEOLHMAB,YEVRZHFEOLHMAB,,YEVRZHFEOLHMAB
US20050277685A1,no,Example 134,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=CC(=C(OC(C(=O)O)CC)C2)F)C)C=C1,YEVRZHFEOLHMAB-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,YEVRZHFEOLHMAB,YEVRZHFEOLHMAB,,YEVRZHFEOLHMAB
US20050277685A1,no,Example 134,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=CC(=C(OC(C(=O)O)CC)C2)F)C)C=C1,YEVRZHFEOLHMAB-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,YEVRZHFEOLHMAB,YEVRZHFEOLHMAB,,YEVRZHFEOLHMAB
US20050277685A1,no,Example 135,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC(F)(F)F)C=CC2)C)C=C1,UARATJHDPGSYDL-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,UARATJHDPGSYDL,UARATJHDPGSYDL,,UARATJHDPGSYDL
US20050277685A1,no,Example 135,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC(F)(F)F)C=CC2)C)C=C1,UARATJHDPGSYDL-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,UARATJHDPGSYDL,UARATJHDPGSYDL,,UARATJHDPGSYDL
US20050277685A1,no,Example 138,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)C=2C=CC(=C(OC(C(=O)O)(C)C)C2)F)C)C=C1,LOPXRVSGPQAMQP-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,LOPXRVSGPQAMQP,LOPXRVSGPQAMQP,,LOPXRVSGPQAMQP
US20050277685A1,no,Example 138,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)C=2C=CC(=C(OC(C(=O)O)(C)C)C2)F)C)C=C1,LOPXRVSGPQAMQP-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,LOPXRVSGPQAMQP,LOPXRVSGPQAMQP,,LOPXRVSGPQAMQP
US20050277685A1,no,Example 14,,CC[C@H](Oc1cc(F)cc(-n2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,FUIOTCDWZYYCKA-QHCPKHFHSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,patent_mol_genus,FUIOTCDWZYYCKA,FUIOTCDWZYYCKA,FUIOTCDWZYYCKA,FUIOTCDWZYYCKA
US20050277685A1,no,Example 14,,CC[C@H](Oc1cc(F)cc(-n2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,FUIOTCDWZYYCKA-QHCPKHFHSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,patent_mol_genus,FUIOTCDWZYYCKA,FUIOTCDWZYYCKA,FUIOTCDWZYYCKA,FUIOTCDWZYYCKA
US20050277685A1,no,Example 141,,COC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)(CC)C)C=CC2)C)C=C1,IBCYKZKNTSVLGG-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,IBCYKZKNTSVLGG,IBCYKZKNTSVLGG,,IBCYKZKNTSVLGG
US20050277685A1,no,Example 141,,COC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)(CC)C)C=CC2)C)C=C1,IBCYKZKNTSVLGG-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,IBCYKZKNTSVLGG,IBCYKZKNTSVLGG,,IBCYKZKNTSVLGG
US20050277685A1,no,Example 142,,COC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)(CCC)C)C=CC2)C)C=C1,PXZBXTSBTKKSDI-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,PXZBXTSBTKKSDI,PXZBXTSBTKKSDI,,PXZBXTSBTKKSDI
US20050277685A1,no,Example 142,,COC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)(CCC)C)C=CC2)C)C=C1,PXZBXTSBTKKSDI-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,PXZBXTSBTKKSDI,PXZBXTSBTKKSDI,,PXZBXTSBTKKSDI
US20050277685A1,no,Example 143,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CC)C=C1,HYVCPFNHIBPRQT-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,HYVCPFNHIBPRQT,HYVCPFNHIBPRQT,,HYVCPFNHIBPRQT
US20050277685A1,no,Example 143,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CC)C=C1,HYVCPFNHIBPRQT-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,HYVCPFNHIBPRQT,HYVCPFNHIBPRQT,,HYVCPFNHIBPRQT
US20050277685A1,no,Example 144,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC)C=CC2)C(C)C)C=C1,ROJQZJIQYRUTLZ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,ROJQZJIQYRUTLZ,ROJQZJIQYRUTLZ,,ROJQZJIQYRUTLZ
US20050277685A1,no,Example 144,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC)C=CC2)C(C)C)C=C1,ROJQZJIQYRUTLZ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,ROJQZJIQYRUTLZ,ROJQZJIQYRUTLZ,,ROJQZJIQYRUTLZ
US20050277685A1,no,Example 145,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC)C=CC2)CCC)C=C1,LACJFPYFAOALLQ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,LACJFPYFAOALLQ,LACJFPYFAOALLQ,,LACJFPYFAOALLQ
US20050277685A1,no,Example 145,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC)C=CC2)CCC)C=C1,LACJFPYFAOALLQ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,LACJFPYFAOALLQ,LACJFPYFAOALLQ,,LACJFPYFAOALLQ
US20050277685A1,no,Example 146,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC)C=CC2)CCC)C=C1,LACJFPYFAOALLQ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,LACJFPYFAOALLQ,LACJFPYFAOALLQ,,LACJFPYFAOALLQ
US20050277685A1,no,Example 146,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC)C=CC2)CCC)C=C1,LACJFPYFAOALLQ-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,LACJFPYFAOALLQ,LACJFPYFAOALLQ,,LACJFPYFAOALLQ
US20050277685A1,no,Example 147,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CCC)C=C1,SQXYPBDVRILOBL-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,SQXYPBDVRILOBL,SQXYPBDVRILOBL,,SQXYPBDVRILOBL
US20050277685A1,no,Example 147,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CCC)C=C1,SQXYPBDVRILOBL-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,SQXYPBDVRILOBL,SQXYPBDVRILOBL,,SQXYPBDVRILOBL
US20050277685A1,no,Example 148,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CCC)C=C1,SQXYPBDVRILOBL-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,SQXYPBDVRILOBL,SQXYPBDVRILOBL,,SQXYPBDVRILOBL
US20050277685A1,no,Example 148,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CCC)C=C1,SQXYPBDVRILOBL-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,SQXYPBDVRILOBL,SQXYPBDVRILOBL,,SQXYPBDVRILOBL
US20050277685A1,no,Example 149,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CC)C=C1,HYVCPFNHIBPRQT-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,HYVCPFNHIBPRQT,HYVCPFNHIBPRQT,,HYVCPFNHIBPRQT
US20050277685A1,no,Example 149,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CC)C=C1,HYVCPFNHIBPRQT-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,HYVCPFNHIBPRQT,HYVCPFNHIBPRQT,,HYVCPFNHIBPRQT
US20050277685A1,no,Example 15,,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1-c1cc(F)cc(OC(C)(C)C(=O)O)c1,TWQAHTMYGUDMAR-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,patent_mol_genus,TWQAHTMYGUDMAR,TWQAHTMYGUDMAR,TWQAHTMYGUDMAR,TWQAHTMYGUDMAR
US20050277685A1,no,Example 15,,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1-c1cc(F)cc(OC(C)(C)C(=O)O)c1,TWQAHTMYGUDMAR-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,patent_mol_genus,TWQAHTMYGUDMAR,TWQAHTMYGUDMAR,TWQAHTMYGUDMAR,TWQAHTMYGUDMAR
US20050277685A1,no,Example 150,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CC)C=C1,HYVCPFNHIBPRQT-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,HYVCPFNHIBPRQT,HYVCPFNHIBPRQT,,HYVCPFNHIBPRQT
US20050277685A1,no,Example 150,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)C(C)C)C=CC2)CC)C=C1,HYVCPFNHIBPRQT-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,HYVCPFNHIBPRQT,HYVCPFNHIBPRQT,,HYVCPFNHIBPRQT
US20050277685A1,no,Example 151,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC(F)(F)F)C=CC2F)C)C=C1,VFNWRYGREAHJIE-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,VFNWRYGREAHJIE,VFNWRYGREAHJIE,,VFNWRYGREAHJIE
US20050277685A1,no,Example 151,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)CC=2C=C(OC(C(=O)O)CC(F)(F)F)C=CC2F)C)C=C1,VFNWRYGREAHJIE-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,VFNWRYGREAHJIE,VFNWRYGREAHJIE,,VFNWRYGREAHJIE
US20050277685A1,no,Example 152,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)C=2C=C(OC(C(=O)O)(C)C)C=C(C2)F)C)C=C1,TWQAHTMYGUDMAR-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,TWQAHTMYGUDMAR,TWQAHTMYGUDMAR,,TWQAHTMYGUDMAR
US20050277685A1,no,Example 152,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)C=2C=C(OC(C(=O)O)(C)C)C=C(C2)F)C)C=C1,TWQAHTMYGUDMAR-UHFFFAOYSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,TWQAHTMYGUDMAR,TWQAHTMYGUDMAR,,TWQAHTMYGUDMAR
US20050277685A1,no,Example 153,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)C=2C=C(O[C@H](C(=O)O)C)C=C(C2)F)C)C=C1,IUCYURPIQQNGNP-AWEZNQCLSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,IUCYURPIQQNGNP,IUCYURPIQQNGNP,,IUCYURPIQQNGNP
US20050277685A1,no,Example 153,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)C=2C=C(O[C@H](C(=O)O)C)C=C(C2)F)C)C=C1,IUCYURPIQQNGNP-AWEZNQCLSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,IUCYURPIQQNGNP,IUCYURPIQQNGNP,,IUCYURPIQQNGNP
US20050277685A1,no,Example 154,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)C=2C=C(O[C@@H](C(=O)O)C)C=C(C2)F)C)C=C1,IUCYURPIQQNGNP-CQSZACIVSA-N,Peroxisome proliferator-activated receptor gamma,PPARG,PPARG_HUMAN,P37231,Homo sapiens,SINGLE_PROTEIN,ASSAY_004: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,IUCYURPIQQNGNP,IUCYURPIQQNGNP,,IUCYURPIQQNGNP
US20050277685A1,no,Example 154,,ClC1=CC=C(C(=O)C2=C(N(C3=CC(=CC=C23)OC(F)(F)F)C=2C=C(O[C@@H](C(=O)O)C)C=C(C2)F)C)C=C1,IUCYURPIQQNGNP-CQSZACIVSA-N,Peroxisome proliferator-activated receptor delta,PPARD,PPARD_HUMAN,Q03181,Homo sapiens,SINGLE_PROTEIN,ASSAY_005: Transactivation assay,EC50,1500.5,1-3000 nM,genus_placeholder,IUCYURPIQQNGNP,IUCYURPIQQNGNP,,IUCYURPIQQNGNP
