patent_number,in_bindingdb,example,compound_IUPAC_name,smiles,inchikey,target_display_name,gene,uniprot_id,accession,organism,target_type,assay,metric,value_nM,value_reported,structure_source,inchikey_connectivity,clean_conn_iupac,clean_conn_mol,clean_conn_cdx
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,18.3,18.3 nM,curator_fallback_patent_iupac_opsin,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,25.1,25.1 nM,curator_fallback_patent_iupac_opsin,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,1.8,1.8 nM,armprio2_iupac,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,9.2,9.2 nM,curator_fallback_patent_iupac_opsin,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,162.1,162.1 nM,curator_fallback_patent_iupac_opsin,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,1.7,1.7 nM,curator_fallback_patent_iupac_opsin,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,5.9,5.9 nM,curator_fallback_patent_iupac_opsin,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,86.5,86.5 nM,armprio2_iupac,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 97,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-fluoropiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCC(F)CC4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,XMALEHZWFGNEOQ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,10000.0,10000 nM,curator_fallback_patent_iupac_opsin,XMALEHZWFGNEOQ,XMALEHZWFGNEOQ,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,15.5,15.5 nM,armprio2_iupac,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,21.1,21.1 nM,curator_fallback_harvest,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,2.3,2.3 nM,curator_fallback_harvest,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,2.1,2.1 nM,curator_fallback_harvest,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,7.5,7.5 nM,curator_fallback_patent_iupac_opsin,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,100.9,100.9 nM,curator_fallback_patent_iupac_opsin,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,9.9,9.9 nM,curator_fallback_patent_iupac_opsin,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,72.0,72.0 nM,curator_fallback_patent_iupac_opsin,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 98,2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)-N-(4-(4-methoxypiperidin-1-yl)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-2-yl)pyrimidin-4-amine,COC1CCN(c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc2C#Cc2cnn(C3CCOCC3)c2)CC1,YJWQMHQPYNQXIN-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,10000.0,10000 nM,curator_fallback_patent_iupac_opsin,YJWQMHQPYNQXIN,YJWQMHQPYNQXIN,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,10.4,10.4 nM,armprio2_iupac,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,14.0,14.0 nM,curator_fallback_patent_iupac_opsin,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,0.7,0.7 nM,curator_fallback_patent_iupac_opsin,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,4.2,4.2 nM,armprio_iupac,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,58.1,58.1 nM,curator_fallback_patent_iupac_opsin,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,0.8,0.8 nM,armprio2_iupac,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,3.0,3.0 nM,curator_fallback_patent_iupac_opsin,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,41.7,41.7 nM,curator_fallback_patent_iupac_opsin,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 99,1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-ol,O=S(=O)(C1CC1)n1cc(-c2nccc(Nc3cc(N4CCCC(O)C4)c(C#Cc4cnn(C5CCOCC5)c4)cn3)n2)cn1,ZSDMIUQQFFSCPY-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,10000.0,10000 nM,armprio_iupac,ZSDMIUQQFFSCPY,ZSDMIUQQFFSCPY,,
US20230086884A1,no,Example 121,(1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(3-(dimethyl amino)propyl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)-4-fluoropiperidin-4-yl)methanol,CN(C)CCCn1cc(C#Cc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc2N2CCC(F)(CO)CC2)cn1,WWVDVPZIFYORQJ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,0.3,0.3 nM,curator_fallback_patent_iupac_opsin,WWVDVPZIFYORQJ,WWVDVPZIFYORQJ,,
US20230086884A1,no,Example 121,(1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(3-(dimethyl amino)propyl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)-4-fluoropiperidin-4-yl)methanol,CN(C)CCCn1cc(C#Cc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc2N2CCC(F)(CO)CC2)cn1,WWVDVPZIFYORQJ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,0.5,0.5 nM,armprio2_iupac,WWVDVPZIFYORQJ,WWVDVPZIFYORQJ,,
US20230086884A1,no,Example 121,(1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(3-(dimethyl amino)propyl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)-4-fluoropiperidin-4-yl)methanol,CN(C)CCCn1cc(C#Cc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc2N2CCC(F)(CO)CC2)cn1,WWVDVPZIFYORQJ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,4.1,4.1 nM,curator_fallback_patent_iupac_opsin,WWVDVPZIFYORQJ,WWVDVPZIFYORQJ,,
US20230086884A1,no,Example 121,(1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(3-(dimethyl amino)propyl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)-4-fluoropiperidin-4-yl)methanol,CN(C)CCCn1cc(C#Cc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc2N2CCC(F)(CO)CC2)cn1,WWVDVPZIFYORQJ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,0.1,0.1 nM,curator_fallback_patent_iupac_opsin,WWVDVPZIFYORQJ,WWVDVPZIFYORQJ,,
US20230086884A1,no,Example 121,(1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(3-(dimethyl amino)propyl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)-4-fluoropiperidin-4-yl)methanol,CN(C)CCCn1cc(C#Cc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc2N2CCC(F)(CO)CC2)cn1,WWVDVPZIFYORQJ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,3.1,3.1 nM,curator_fallback_patent_iupac_opsin,WWVDVPZIFYORQJ,WWVDVPZIFYORQJ,,
US20230086884A1,no,Example 121,(1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(3-(dimethyl amino)propyl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)-4-fluoropiperidin-4-yl)methanol,CN(C)CCCn1cc(C#Cc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc2N2CCC(F)(CO)CC2)cn1,WWVDVPZIFYORQJ-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,782.8,782.8 nM,curator_fallback_patent_iupac_opsin,WWVDVPZIFYORQJ,WWVDVPZIFYORQJ,,
US20230086884A1,no,Example 122,(1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(3-(dimethyl amino)propyl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-yl)methanol,CN(C)CCCn1cc(C#Cc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc2N2CCCC(CO)C2)cn1,HFQSCIPAXAAAPC-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,0.6,0.6 nM,curator_fallback_patent_iupac_opsin,HFQSCIPAXAAAPC,HFQSCIPAXAAAPC,,
US20230086884A1,no,Example 122,(1-(2-((2-(1-(Cyclopropylsulfonyl)-1H-pyrazol-4-yl)pyrimidin-4-yl)amino)-5-((1-(3-(dimethyl amino)propyl)-1H-pyrazol-4-yl)ethynyl)pyridin-4-yl)piperidin-3-yl)methanol,CN(C)CCCn1cc(C#Cc2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc2N2CCCC(CO)C2)cn1,HFQSCIPAXAAAPC-UHFFFAOYSA-N,Epidermal growth factor receptor,EGFR,EGFR_HUMAN,P00533,Homo sapiens,SINGLE_PROTEIN,ASSAY_001: Kinase assay (TR-FRET),IC50,0.8,0.8 nM,curator_fallback_patent_iupac_opsin,HFQSCIPAXAAAPC,HFQSCIPAXAAAPC,,
